observationLevels[REPLICATION]	observationUnitDbId	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	vr	rdt	ps
1	2826288-2007	gnpis.lot:'AO07001'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6QU8wNzAwMQ==	AO07001	AO07001	2007	NA		47,27	
1	2826288-2007	gnpis.lot:'AO07001'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6QU8wNzAwMQ==	AO07001	AO07001	2007	NA			70,1
1	2826288-2007	gnpis.lot:'AO07001'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6QU8wNzAwMQ==	AO07001	AO07001	2007	NA	1		
1	2826338-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA		93,05	
1	2826338-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA			68,4
1	2826338-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA			
2	2826225-2007	gnpis.lot:'RE06097'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1gwRlNKNg==	RE06097	36812	2007	NA		67,4	
2	2826225-2007	gnpis.lot:'RE06097'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1gwRlNKNg==	RE06097	36812	2007	NA			68,1
2	2826225-2007	gnpis.lot:'RE06097'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1gwRlNKNg==	RE06097	36812	2007	NA	5		
1	2826300-2007	gnpis.lot:'Sankara'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1I1VkpXNg==	SANKARA	23878	2007	NA		33,59	
1	2826300-2007	gnpis.lot:'Sankara'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1I1VkpXNg==	SANKARA	23878	2007	NA			57,4
1	2826300-2007	gnpis.lot:'Sankara'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1I1VkpXNg==	SANKARA	23878	2007	NA	1		
2	2826245-2007	gnpis.lot:'EM06303'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwMw==	EM06303	EM06303	2007	NA		51,23	
2	2826245-2007	gnpis.lot:'EM06303'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwMw==	EM06303	EM06303	2007	NA			64
2	2826245-2007	gnpis.lot:'EM06303'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwMw==	EM06303	EM06303	2007	NA	2,5		
2	2826231-2007	gnpis.lot:'AO07403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tZWFpGQw==	AO07403	36739	2007	NA		85,05	
2	2826231-2007	gnpis.lot:'AO07403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tZWFpGQw==	AO07403	36739	2007	NA			70
2	2826231-2007	gnpis.lot:'AO07403'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0tZWFpGQw==	AO07403	36739	2007	NA			
2	2826369-2007	gnpis.lot:'CF06294'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5NA==	CF06294	CF06294	2007	NA		NA	
2	2826369-2007	gnpis.lot:'CF06294'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5NA==	CF06294	CF06294	2007	NA			NA
2	2826369-2007	gnpis.lot:'CF06294'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5NA==	CF06294	CF06294	2007	NA	4,5		
2	2826255-2007	gnpis.lot:'EM06305'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwNQ==	EM06305	EM06305	2007	NA		94,87	
2	2826255-2007	gnpis.lot:'EM06305'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwNQ==	EM06305	EM06305	2007	NA			74,6
2	2826255-2007	gnpis.lot:'EM06305'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6RU0wNjMwNQ==	EM06305	EM06305	2007	NA			
1	2826270-2007	gnpis.lot:'CF06225'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIyNQ==	CF06225	CF06225	2007	NA		82,32	
1	2826270-2007	gnpis.lot:'CF06225'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIyNQ==	CF06225	CF06225	2007	NA			70,7
1	2826270-2007	gnpis.lot:'CF06225'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjIyNQ==	CF06225	CF06225	2007	NA			
1	2826278-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA		103,96	
1	2826278-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA			74,3
1	2826278-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA			
2	2826337-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA		44,6	
2	2826337-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA			58,4
2	2826337-2007	gnpis.lot:'AO07438'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1hIUlpBTw==	AO07438	36740	2007	NA	2,5		
1	2826398-2007	gnpis.lot:'EM06233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NBNFI4Qg==	EM06233	36799	2007	NA		98,62	
1	2826398-2007	gnpis.lot:'EM06233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NBNFI4Qg==	EM06233	36799	2007	NA			75,3
1	2826398-2007	gnpis.lot:'EM06233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NBNFI4Qg==	EM06233	36799	2007	NA			
1	2826368-2007	gnpis.lot:'CF06294'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5NA==	CF06294	CF06294	2007	NA		34,62	
1	2826368-2007	gnpis.lot:'CF06294'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5NA==	CF06294	CF06294	2007	NA			NA
1	2826368-2007	gnpis.lot:'CF06294'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6Q0YwNjI5NA==	CF06294	CF06294	2007	NA	3		
1	2826260-2007	gnpis.lot:'RE06139'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDSkNOTg==	RE06139	32789	2007	NA		51,94	
1	2826260-2007	gnpis.lot:'RE06139'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDSkNOTg==	RE06139	32789	2007	NA			61,3
1	2826260-2007	gnpis.lot:'RE06139'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0NDSkNOTg==	RE06139	32789	2007	NA	7		
2	2826279-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA		107,32	
2	2826279-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA			74,6
2	2826279-2007	gnpis.lot:'EM06229'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZTS0tIUw==	EM06229	36798	2007	NA			
1	2826364-2007	gnpis.lot:'EM06307'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBDUDhSVw==	EM06307	36818	2007	NA		68,96	
1	2826364-2007	gnpis.lot:'EM06307'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBDUDhSVw==	EM06307	36818	2007	NA			60
1	2826364-2007	gnpis.lot:'EM06307'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBDUDhSVw==	EM06307	36818	2007	NA	1		
1	2826318-2007	gnpis.lot:'RE06119'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjExOQ==	RE06119	RE06119	2007	NA		72,31	
1	2826318-2007	gnpis.lot:'RE06119'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjExOQ==	RE06119	RE06119	2007	NA			67
1	2826318-2007	gnpis.lot:'RE06119'	NA	NA	Z25waXNfcHVpOnVua25vd246V2hlYXQ6UkUwNjExOQ==	RE06119	RE06119	2007	NA			
1	2826326-2007	gnpis.lot:'DI07019'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGUFJBVg==	DI07019	DI07019	2007	NA		83,56	
1	2826326-2007	gnpis.lot:'DI07019'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGUFJBVg==	DI07019	DI07019	2007	NA			68,2
1	2826326-2007	gnpis.lot:'DI07019'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NGUFJBVg==	DI07019	DI07019	2007	NA			
2	2826367-2007	gnpis.lot:'EM06307'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBDUDhSVw==	EM06307	36818	2007	NA		88,24	
2	2826367-2007	gnpis.lot:'EM06307'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBDUDhSVw==	EM06307	36818	2007	NA			72,1
2	2826367-2007	gnpis.lot:'EM06307'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBDUDhSVw==	EM06307	36818	2007	NA			
1	2826396-2007	gnpis.lot:'EM06233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NBNFI4Qg==	EM06233	36799	2007	NA		68,72	
1	2826396-2007	gnpis.lot:'EM06233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NBNFI4Qg==	EM06233	36799	2007	NA			68,1
1	2826396-2007	gnpis.lot:'EM06233'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1NBNFI4Qg==	EM06233	36799	2007	NA	2,5		
2	2826251-2007	gnpis.lot:'RE06130'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1FDU0JGVw==	RE06130	36813	2007	NA		93,13	
